"Dataset:","LGBTI","","","","","",""
"United Kingdom","All","All","DEXi1","How did you come to know about this survey?","Through social media - on my own timeline/space on Facebook, Instagram, Twitter,","33",""
"United Kingdom","All","All","DEXi1","How did you come to know about this survey?","Through social media - in a page or group I follow on Facebook, Instagram, Twitt","27",""
"United Kingdom","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) online","10",""
"United Kingdom","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) in a dating app","19",""
"United Kingdom","All","All","DEXi1","How did you come to know about this survey?","Somewhere else","5",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","I read about it in a newspaper (online or printed)","3",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","I received an email from an LGBTI organisation or online network","5",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","I received an email from any other organisation or online network","1",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","Somebody told me about it or sent me the link","13",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","Through social media - on my own timeline/space on Facebook, Instagram, Twitter,","26",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","Through social media - in a page or group I follow on Facebook, Instagram, Twitt","30",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) online","9",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) in a dating app","17",""
"EU-28","All","All","DEXi1","How did you come to know about this survey?","Somewhere else","5",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","I read about it in a newspaper (online or printed)","1",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","I received an email from an LGBTI organisation or online network","5",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","I received an email from any other organisation or online network","2",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","Somebody told me about it or sent me the link","10",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","Through social media - on my own timeline/space on Facebook, Instagram, Twitter,","40",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","Through social media - in a page or group I follow on Facebook, Instagram, Twitt","32",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) online","12",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) in a dating app","10",""
"North Macedonia","All","All","DEXi1","How did you come to know about this survey?","Somewhere else","5",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","I read about it in a newspaper (online or printed)","2",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","I received an email from an LGBTI organisation or online network","3",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","I received an email from any other organisation or online network","1",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","Somebody told me about it or sent me the link","8",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","Through social media - on my own timeline/space on Facebook, Instagram, Twitter,","35",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","Through social media - in a page or group I follow on Facebook, Instagram, Twitt","29",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) online","12",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","I saw an advertisement (banner) in a dating app","19",""
"Serbia","All","All","DEXi1","How did you come to know about this survey?","Somewhere else","5",""
"Austria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Austria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Austria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","14",""
"Austria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","4",""
"Austria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","80",""
"Belgium","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","8",""
"Belgium","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","5",""
"Belgium","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","13",""
"Belgium","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","3",""
"Belgium","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","78",""
"Bulgaria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Bulgaria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Bulgaria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","10",""
"Bulgaria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Bulgaria","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","87",""
"Cyprus","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Cyprus","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Cyprus","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"Cyprus","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Cyprus","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","85",""
"Czechia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","1",""
"Czechia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Czechia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","12",""
"Czechia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Czechia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","86",""
"Germany","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","4",""
"Germany","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Germany","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"Germany","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","3",""
"Germany","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","83",""
"Denmark","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","5",""
"Denmark","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Denmark","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","13",""
"Denmark","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","5",""
"Denmark","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","79",""
"Estonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","4",""
"Estonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Estonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","16",""
"Estonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","3",""
"Estonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","79",""
"Greece","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Greece","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Greece","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","8",""
"Greece","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Greece","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","89",""
"Spain","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Spain","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Spain","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","9",""
"Spain","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Spain","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","87",""
"Finland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Finland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Finland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","20",""
"Finland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","4",""
"Finland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","75",""
"France","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"France","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"France","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"France","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","4",""
"France","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","84",""
"Croatia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Croatia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Croatia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","10",""
"Croatia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Croatia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","86",""
"Hungary","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","1",""
"Hungary","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Hungary","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","9",""
"Hungary","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","3",""
"Hungary","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","88",""
"Ireland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Ireland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Ireland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","10",""
"Ireland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","2",""
"Ireland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","85",""
"Italy","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Italy","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Italy","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","12",""
"Italy","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","2",""
"Italy","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","83",""
"Lithuania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"Lithuania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Lithuania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","14",""
"Lithuania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Lithuania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","81",""
"Luxembourg","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","7",""
"Luxembourg","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","11",""
"Luxembourg","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","20",""
"Luxembourg","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","7",""
"Luxembourg","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","68",""
"Latvia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Latvia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Latvia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"Latvia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Latvia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","85",""
"Malta","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","1",""
"Malta","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Malta","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","6",""
"Malta","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Malta","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","92",""
"Netherlands","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","4",""
"Netherlands","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Netherlands","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"Netherlands","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","4",""
"Netherlands","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","82",""
"Poland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Poland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","3",""
"Poland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","30",""
"Poland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","9",""
"Poland","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","64",""
"Portugal","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Portugal","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Portugal","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","9",""
"Portugal","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","2",""
"Portugal","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","89",""
"Romania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Romania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Romania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","25",""
"Romania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Romania","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","73",""
"Sweden","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","5",""
"Sweden","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Sweden","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","17",""
"Sweden","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","7",""
"Sweden","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","75",""
"Slovenia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","4",""
"Slovenia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"Slovenia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"Slovenia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","2",""
"Slovenia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","84",""
"Slovakia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","1",""
"Slovakia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","0",""
"Slovakia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","13",""
"Slovakia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"Slovakia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","86",""
"United Kingdom","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"United Kingdom","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"United Kingdom","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","9",""
"United Kingdom","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","2",""
"United Kingdom","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","87",""
"EU-28","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","3",""
"EU-28","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"EU-28","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","13",""
"EU-28","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","3",""
"EU-28","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","82",""
"North Macedonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","4",""
"North Macedonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","2",""
"North Macedonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","11",""
"North Macedonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","1",""
"North Macedonia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","85",""
"Serbia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am an active member or volunteer","2",""
"Serbia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am in a regular contact","1",""
"Serbia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I follow their activities","15",""
"Serbia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","I am a financial supporter","0",""
"Serbia","All","All","DEXi3","Are you involved in one or more organisations for LGBTI people?","No, I am not actively involved","83",""
"Austria","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","20",""
"Austria","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","58",""
"Austria","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","23",""
"Belgium","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","28",""
"Belgium","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","52",""
"Belgium","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","19",""
"Bulgaria","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","9",""
"Bulgaria","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","43",""
"Bulgaria","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","48",""
"Cyprus","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","9",""
"Cyprus","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","53",""
"Cyprus","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","38",""
"Czechia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","16",""
"Czechia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","57",""
"Czechia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","27",""
"Germany","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","21",""
"Germany","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","58",""
"Germany","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","21",""
"Denmark","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","33",""
"Denmark","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","50",""
"Denmark","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","18",""
"Estonia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","10",""
"Estonia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","60",""
"Estonia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","31",""
"Greece","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","8",""
"Greece","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","49",""
"Greece","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","43",""
"Spain","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","32",""
"Spain","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","48",""
"Spain","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","20",""
"Finland","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","8",""
"Finland","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","65",""
"Finland","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","27",""
"France","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","23",""
"France","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","50",""
"France","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","27",""
"Croatia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","9",""
"Croatia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","50",""
"Croatia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","41",""
"Hungary","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","12",""
"Hungary","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","52",""
"Hungary","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","36",""
"Ireland","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","22",""
"Ireland","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","55",""
"Ireland","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","23",""
"Italy","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","15",""
"Italy","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","53",""
"Italy","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","32",""
"Lithuania","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","7",""
"Lithuania","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","43",""
"Lithuania","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","51",""
"Luxembourg","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","23",""
"Luxembourg","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","57",""
"Luxembourg","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","21",""
"Latvia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","6",""
"Latvia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","48",""
"Latvia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","47",""
"Malta","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","27",""
"Malta","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","51",""
"Malta","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","21",""
"Netherlands","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","28",""
"Netherlands","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","56",""
"Netherlands","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","16",""
"Poland","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","10",""
"Poland","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","54",""
"Poland","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","36",""
"Portugal","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","14",""
"Portugal","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","59",""
"Portugal","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","27",""
"Romania","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","8",""
"Romania","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","44",""
"Romania","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","47",""
"Sweden","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","23",""
"Sweden","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","59",""
"Sweden","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","18",""
"Slovenia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","12",""
"Slovenia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","56",""
"Slovenia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","32",""
"Slovakia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","8",""
"Slovakia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","51",""
"Slovakia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","41",""
"United Kingdom","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","29",""
"United Kingdom","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","52",""
"United Kingdom","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","19",""
"EU-28","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","21",""
"EU-28","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","53",""
"EU-28","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","26",""
"North Macedonia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","7",""
"North Macedonia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","46",""
"North Macedonia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","46",""
"Serbia","All","All","DEXindg1c","Openness about being LGBTI at work","Very open","9",""
"Serbia","All","All","DEXindg1c","Openness about being LGBTI at work","Selectively open","47",""
"Serbia","All","All","DEXindg1c","Openness about being LGBTI at work","Hide LGBT identity","44",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","My home ","8",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Around my family ","26",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","School ","16",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Workplace ","34",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","A cafe, restaurant, pub, club","35",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public transport ","49",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In the street, a square, park, car park or other public place","49",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","In a healthcare setting (hospital or other medical service)","22",""
"Austria","All","All","DEXindv9_2","Where do you avoid being open about yourself as LGBTI for fear of being assaulted, threatened or harassed by others?","Public premises or buildings","41",""
